"year","endpoint","0","5","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90","95"
2000,"COPD",0.19136881253837343,0.1875538852970526,0.1410040751086125,0.4632392501985827,0.8294176745870364,1.2942560343511014,2.503524775483109,3.791005678740273,7.584933377628822,16.184671171491598,37.25045369963181,74.16817552140253,176.3784564395009,365.1299739171111,902.8350393222048,1618.6660846260695,3094.7327757812977,5494.411016707055,7723.18422215364,9727.548809372724
2000,"Diarrheal diseases",28.306057809518663,0.6624272733506305,0.2804690836448922,0.1839974606895304,0.1956169255463327,0.20179411405237108,0.2614829653627763,0.270848394722565,0.3535759884447871,0.45817525478702387,0.6203868082878393,0.9280955768342636,1.3304826972290191,2.019810779225491,3.827144684005724,6.650250318592551,12.816846126737616,24.763125651646252,40.554381805084915,56.57645599194347
2000,"DM",0,0,0,0.05557603123482714,0.14670287996129525,0.21478604106797416,0.532608390938735,0.8743972296941545,1.5541615115677625,4.728125557295952,8.072543630153483,13.17440087896287,23.47567888806384,40.947553072815985,68.10481568435446,92.40178968521016,106.1126792971963,157.35566367533485,192.67776358926923,215.0754853307589
2000,"Encephalitis",4.113185016043681,0.6535771645782004,0.24190766702758457,0.1850279581627705,0.1544675668699944,0.14747675251895304,0.14022697369001882,0.14060509089463455,0.17077271871718974,0.16970457582856271,0.20155637721063285,0.25474346015432925,0.3077169244284385,0.3834383936409355,0.467600876185397,0.6558917631028676,0.668794330080563,0.9955339128890048,1.516759096020471,1.7247272969004723
2000,"Hemolytic disease and other neonatal jaundice",5.342934392356147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"IHD",0,0,0,1.413157588046646,2.993991965725444,4.823066161892874,8.492813976279626,13.598030939482742,23.010801278836983,36.02390033715664,56.86416158482227,84.70633807603804,143.43098989726755,245.6552797548888,442.25762376513416,738.4049748741514,1392.811548581166,2785.34360282094,4662.849335195805,7295.246455385927
2000,"LC",0,0,0.06485086394194836,0.3256871018220924,0.611670104791798,1.3211763631371174,3.0960477078965156,6.326448094970678,13.716789517538356,25.45544616512722,45.61580950354416,70.48408390264575,114.2903710940304,174.34815243369653,255.26787562286964,302.24419405354496,313.91529435461285,359.63473584740035,332.009284126953,351.7101022943134
2000,"LRI",165.9257468926458,5.6776804670783525,2.001105194539695,1.541437009572753,1.452115547097766,1.5908471142631244,1.7881569523359926,1.905145976360137,2.492702515590892,3.6486893131855864,5.728007183710838,8.388354205970673,16.521231459090593,30.13889736110609,74.75437527279247,148.87179783737923,388.92833928836853,833.6558807852801,1531.832291783424,2476.017706861692
2000,"Meningitis",9.203264459683616,1.588813034628893,0.7524467000027114,0.5141226858002379,0.45240295438029976,0.4543076533643431,0.46320155405166935,0.4318239450729129,0.4455282085431579,0.5171771741261366,0.6029886408869013,0.6677455842540311,0.923715889068928,1.3197220062862618,2.0035274944705024,2.674387383358293,4.539798663187603,7.1722950770987595,10.79434001920302,17.41602664715918
2000,"NCD",169.07139486417162,20.774329733468026,16.53459289629945,23.38581055755405,33.70017317478553,45.873713542025506,77.16312993554547,120.69502940673766,208.00853354458337,338.77056461749424,555.8212990092485,837.4177224881867,1365.7322222491205,2276.313549804136,4187.160379169629,6576.802891613451,10989.54632831284,19010.074482591328,27184.010395360416,36072.6633762974
